   2 fill up	_	VB RP
   1 fill up	_	VBD RP
   1 fill with	_	VBN IN
   1 fill with	~	VBN IN
   1 filler vegetable	_	NN NNS
   1 find a spot	~	VBD DT NN
   1 find out	_	VB RP
   2 find out	_	VBD RP
   1 finger lick	_	NN VBG
   1 finish job	~	VBD NN
   1 fire alarm	_	NN NN
   1 fire drill	_	NN NN
   1 first - time	_	JJ HYPH NN
   2 first class	_	JJ NN
   1 first glass window	_	NNP NNP NNP
   1 first of all	_	RB IN DT
   1 first of all	_	RB IN PDT
   1 first run	_	JJ NN
   1 first time	_	JJ NN
   1 fitness 500	_	NNP NNP
   1 fitness center	_	NN NN
   2 fitness unlimited	_	NNP NNP
   1 five - star	_	CD HYPH NN
   1 five star	_	CD NNS
   1 fix - up	_	VBN HYPH RP
   1 fix flats	~	VBG NNS
   1 fix hair	~	VBD NN
   1 fix problem	_	VB NN
   1 flagship cvts	_	NNP NNP
   1 flat - screen tv	_	JJ HYPH NN NN
   1 flea market	_	NN NN
   1 flying squirrels	_	NNP NNPS
   2 foie gras	_	NN NN
   1 follow - up	_	NN HYPH NN
   1 follow - up	_	VB HYPH RP
   1 follow rule	~	VBD NNS
   1 followup visit	~	NN NN
   1 for age	_	IN NN
   1 for all need	~	IN PDT NNS
   1 for chrisssake	_	IN NN
   2 for example	_	IN NN
   1 for free	_	IN JJ
   1 for free	~	IN JJ
   1 for get that	_	GW VB DT
   1 for instance	_	IN NN
   1 for nothing	~	IN NN
   3 for some reason	~	IN DT NN
   3 for sure	_	IN JJ
   1 for the most part	_	IN DT JJS NN
   1 for the sake of	_	IN DT NN IN
   1 fort lee	_	NNP NNP
   1 fort smith	_	NNP NNP
   1 fort worth	_	NNP NNP
   1 fountain dental practice	_	NNP NNP NNP
   2 fraiser 's	_	NNP POS
   1 fran pcs	_	NNP NNPS
   1 frank mcclelland	_	NNP NNP
   1 franklin high school	_	NNP NNP NNP
   1 french fries	_	JJ NNS
   1 french tip	_	JJ NNS
   1 fresh design studio	_	NNP NNP NNP
   1 from begiinning	_	IN NN
   2 from hell	_	IN NNP
   1 from standpoint	_	IN NN
   1 from start to finish	_	IN NN IN NN
   2 from start to finish	~	IN NN IN NN
   6 front desk	_	JJ NN
   1 front desk	_	NN NN
   1 front door	_	JJ NN
   1 front staff	_	NN NN
   1 fry egg	_	VBN NN
   1 fry plantain	_	VBN NNS
   1 fry rice	_	VBN NN
   1 fuel economy	_	NN NN
   1 fuji sushi	_	NNP NNP
   1 full - time	_	JJ HYPH NN
   2 full price	_	JJ NN
   1 fun and game	_	NN CC NNS
   1 g 1	_	NN CD
   1 gain entry	_	VB NN
   1 galleries lafayette	_	NNPS NNP
   3 garage door	_	NN NN
   1 garage door	_	NN NNS
   1 garage pros	_	NNP NNPS
   1 garbage bag	_	NN NNS
   1 gare du nord	_	NNP NNP NNP
   1 garment district	_	NNP NNP
   1 gas mileage	_	NN NN
   1 gear box	_	NN NN
   1 gem of a	~	NN IN DT
   1 geno 's	_	NNP POS
   1 german bedding	_	JJ NN
   1 get a flat	_	VBP DT NN
   1 get act together	_	VBP NN JJ
   1 get along with	_	VB RB IN
   1 get answer	_	VBD NN
   1 get appointment	_	VB NN
   1 get away	_	VB RB
   1 get away with	_	VB RB IN
   1 get bill	~	VBD NN
   1 get business	_	VBG NN
   1 get busy	_	VBZ JJ
   1 get by	_	VB RB
   1 get call	_	VBD NN
   1 get catch up in	_	VB VBN RP IN
   1 get chance	_	VB NN
   1 get confuse	~	VBD VBN
   1 get confused	_	VBD JJ
   1 get correct	_	VB JJ
   1 get discount	_	VB NNS
   4 get do	_	VB VBN
   1 get do	_	VBD VBN
   2 get do	_	VBP VBN
   1 get do	~	VB VBN
   1 get fail	_	VB VBN
   2 get healthy	_	VB JJ
   1 get home	_	VBP RB
   1 get in	_	VBD IN
   1 get in car accident	_	VBD IN NN NN
   1 get in the door	_	VB IN DT NN
   1 get in touch with	_	VB IN NN IN
   1 get in touch with	~	VB IN NN IN
   1 get infection	_	VBD NNS
   1 get into	_	VB IN
   1 get into	_	VBG IN
   1 get into an accident	_	VBP IN DT NN
   2 get it	_	VB PRP
   1 get mad at	_	VBP JJ IN
   1 get nail do	_	VB NNS VBN
   1 get nail fill	_	VB NNS VBN
   1 get off	_	VBP RB
   1 get older	_	VBG JJR
   1 get on the phone	_	VB IN DT NN
   1 get on the phone	~	VB IN DT NN
   1 get out	_	VBG RB
   1 get over	_	VB IN
   1 get over it	~	VB IN PRP
   1 get pay	_	VBG VBN
   1 get picture	_	VBD NNS
   1 get replace	_	VB VBN
   1 get result	_	VB NNS
   1 get result	_	VBN NNS
   1 get service	~	VBP NN
   1 get suck into	_	VB VBN IN
   1 get ta	_	VBN TO
   1 get take in	~	VB VBN RB
   1 get tattoo	~	VB NN
   1 get the hell	_	VB DT NN
   1 get the hell out of	~	VB DT NN IN IN
   1 get the job done	_	VBZ DT NN JJ
   1 get through	_	VBN IN
   3 get to	_	VBD IN
   1 get to	_	VBN TO
   1 get to	~	VBD IN
   1 get to know	~	VBP TO VB
   1 get to talk	~	VBD IN VBG
   1 get to work	_	VB IN NN
   1 get treatment	_	VBG NNS
   1 get unlock	_	VB VBN
   1 get up	_	VB RP
   1 get upgrade to	_	VBD VBN IN
   1 get used to	_	VBG JJ IN
   1 get work	_	VB VBG
   1 get worse	~	VBG JJR
   1 gift card	_	NN NN
   2 gift certificate	_	NN NN
   1 giovanni ristorante	_	NNP NNP
   1 girl night	_	NNS NN
   2 give a call	_	VB DT NN
   1 give a chance	_	VB DT NN
   1 give a crap	_	VBP DT NN
   1 give a crap about	~	VBP DT NN IN
   1 give a darn	_	VB DT NN
   1 give a phone call	~	VBN DT NN NN
   3 give a try	_	VB DT NN
   1 give alternative	_	VBN NN
   1 give and take	_	NN CC NN
   2 give chance	_	VB NN
   1 give chance	_	VBN NN
   1 give chance	_	VBP NN
   1 give deal	_	VBD NN
   1 give description	_	VBZ NNS
   1 give discount	~	VB NN
   1 give explanation	_	VBN NN
   1 give feeling	_	VBD NN
   1 give heebee gee bee	~	VBZ NN NN NNS
   1 give instructions	_	VBG NNS
   1 give it shot	_	VB PRP NN
   1 give liberty	_	VBN NN
   1 give massage	_	VB NN
   1 give opinion	_	VBG NNS
   1 give price	~	VBD NN
   1 give quote	_	VB NN
   1 give quote	_	VBD NN
   1 give ride	_	VBD NN
   1 give second chance	~	VB JJ NN
   1 give ten star	~	VB CD NNS
   1 give test	_	VBD NNS
   1 give the gift of	~	VB DT NN IN
   1 give the go ahead	_	VBD DT NN NN
   1 give the opportunity	_	VBN DT NN
   1 give the run around	_	VBD DT NN NN
   1 give tip	_	VBD NN
   1 give tip	_	VBD NNS
   1 give try	~	VBN NNS
   1 give up	_	VB RP
   4 give up	_	VBD RP
   1 glitch in system	~	NN IN NNS
   2 go - to	_	VB HYPH IN
   2 go above and beyond	_	VBD RB CC RB
   1 go above and beyond	_	VBP RB CC RB
   1 go ahead	_	VB RB
   1 go ahead and	~	VB RB CC
   1 go along	_	VBD RB
   1 go back	_	VB RB
   1 go back	_	VBG RB
   1 go cry	_	VB VB
   1 go down	_	VB RB
   1 go down hill	_	VBN GW RB
   1 go downhill	_	VBN RB
   1 go for it	_	VB IN PRP
   1 go forward	_	VBG RB
   3 go in	_	VBD RB
   1 go in	~	VBD RB
   1 go in	~	VBP RB
   1 go off	_	VBN RP
   1 go on	_	VBD RB
   2 go on	_	VBG RP
   1 go on a trip	_	VBD IN DT NN
   1 go on and on	_	VB RB CC RB
   1 go out	_	VBD RB
   2 go out	_	VBD RP
   1 go out	_	VBZ RP
   1 go out of business	_	VB IN IN NN
   2 go out of way	_	VBD IN IN NN
   1 go out the door	_	VBZ IN DT NN
   2 go over	_	VB IN
   1 go ski	_	VB VBG
   1 go so far as to say	_	VBD RB RB IN TO VB
   1 go the extra mile	_	VB DT JJ NN
   1 go the extra mile	_	VBD DT JJ NN
   1 go through	_	VB IN
   1 go through	_	VBD IN
   2 go through	_	VBG IN
   1 go through	_	VBN IN
   1 go through	_	VBZ IN
   1 go thru	_	VB IN
  25 go to	_	VBG TO
   1 go to	~	VB IN
   1 go to	~	VBD IN
   2 go to	~	VBG IN
   1 go to heck	_	VB IN NN
   1 go to school	_	VB IN NN
   1 go to school	_	VBP IN NN
   1 go to school	~	VBG IN NN
   1 go to the bathroom	~	VBP IN DT NN
   1 go to work	_	VBD TO VB
   1 go with	_	VB IN
   1 go with	_	VBD IN
   1 go wrong	_	VBD JJ
   1 god forbid	_	NNP VB
   1 gold award	_	NN NN
   1 gold coast	_	NNP NNP
   2 gon na	_	VBG TO
   1 good and bad	_	JJ CC JJ
   1 good fun	~	JJ NN
   1 good job	_	JJ NN
   1 good luck	_	JJ NN
   1 good name	~	JJ NN
   1 good night s sleep	_	JJ NN POS NN
   1 good night s sleep get	~	JJ NN POS NN VB
   1 good or bad	~	JJ CC JJ
   1 good work	~	JJ NN
   1 google maps	_	NNP NNPS
   1 grammar structure	_	NN NN
   1 grandma slice	_	NN NN
   2 graphic design	_	JJ NN
   1 great deal of	_	JJ NN IN
   1 great ear	_	JJ NN
   1 great guy	~	JJ NN
   1 great job	~	JJ NN
   1 green bay	_	NNP NNP
   1 green buffet	_	NNP NNP
   1 green curry	_	JJ NN
   1 greenfield ave	_	NNP NNP
   1 grizzly 700	_	NNP NNP
   1 grocery shop	_	NN NN
   1 grocery store	_	NN NN
   1 grocery store	_	NN NNS
   1 grow out	_	VBG RB
   1 grow up	_	VB RP
   2 grow up	_	VBD RP
   1 gulf coast siding	_	NNP NNP NNP
   1 gustavo guerra	_	NNP NNP
   1 hair by nivine	_	NNP IN NNP
   1 hair cut	_	NN VBN
   1 hair cut	~	NN VBN
   1 hair loss	_	NN NN
   1 hair style	_	NN NN
   1 hair style	~	NN NN
   1 half truth	_	JJ NNS
   1 ham 's	_	NNP POS
   2 ham s	_	NNP POS
   1 hands - down	_	NNS HYPH RB
   3 hands down	_	NNS RB
   1 hands on	_	NNS RB
   1 hang out	_	VB RP
   1 hang up	_	VBD RP
   1 hang up on	_	VBD RP IN
   1 happen in	_	VBD RB
   1 happen on to	_	VBD IN IN
   1 happen to	_	VB TO
   1 happen to	_	VBZ TO
   1 happy new year	_	JJ JJ NN
   1 happy with	_	JJ IN
   1 happy with	_	JJR IN
   1 happy with	~	JJ IN
   1 hard drive	_	JJ NN
   1 hard times	_	JJ NNS
   2 hard work	_	JJ NN
   1 hard work	~	RB VBG
   1 haul off	_	VBN RP
   1 have a bite	_	VBP DT NN
   1 have a clue	_	VBZ DT NN
   1 have a pedicure	_	VBD DT NN
   2 have a problem	_	VBD DT NN
   2 have a time	_	VBD DT NN
   1 have a time	_	VBG DT NN
   1 have a way with	_	VBZ DT NN IN
   1 have an gift for	_	VBZ DT NN IN
   1 have blowout	_	VBD NN
   1 have check	~	VB VB
   1 have come a long way	~	VBZ VBN DT JJ NN
   1 have complaint	_	VBP NNS
   1 have cut	_	VBN NNS
   1 have do	_	VB VBN
   2 have do	_	VBD VBN
   1 have doubt	_	VBP NN
   1 have doubt	_	VBP NNS
   2 have experience	_	VB NN
   1 have experience	_	VBD NN
   1 have experience	_	VBG NNS
   1 have experience	_	VBN NN
   1 have experience	_	VBN NNS
   2 have experience	_	VBP NN
   1 have experience w	_	VB NN IN
   1 have fun	_	VB NN
   1 have fun	_	VBG NN
   1 have hair cut	_	VB NN VBN
   1 have in mind	_	VBD IN NN
   1 have issue	_	VBP NNS
   1 have issue	_	VBZ NNS
   1 have issue with	_	VBN NN IN
   1 have it	_	VBD PRP
   1 have need for	_	VB NN IN
   1 have on	_	VBD RB
   1 have option	_	VB NNS
   1 have pedicure	_	VBD NN
   1 have pedicure	_	VBN NNS
   1 have plan	_	VBZ VBN
   1 have problem	_	VBD NN
   1 have problem	_	VBD NNS
   1 have problem	_	VBG NN
   2 have problem	_	VBN NN
   1 have problem with	_	VBD NN IN
   1 have problem with	_	VBN NNS IN
   1 have problem with	_	VBP NNS IN
   1 have replace	_	VBD VB
   1 have sense of	~	VBP NN IN
   1 have something to hide	~	VBP NN TO VB
   1 have spay	_	VBD VBN
   1 have surgery	_	VBD NN
   1 have the audacity	_	VBD DT NN
   1 have the pleasure	_	VB DT NN
   1 have time	_	VBD NN
   1 have time	~	VB NN
  16 have to	_	VB TO
  31 have to	_	VBD TO
   5 have to	_	VBG TO
   2 have to	_	VBN TO
  26 have to	_	VBP TO
   2 have to	_	VBZ TO
   1 have to do with	_	VBD TO VB IN
   2 have to offer	_	VBZ TO VB
   1 have to offer	~	VBP TO VB
   1 have to offer	~	VBZ TO VB
   1 have to say	_	VBD TO VB
   2 have to say	_	VBP TO VB
   3 have to say	~	VBP TO VB
   1 have to say	~	VBZ TO VB
   1 have warning	~	VBD NN
   1 have work do	~	VBP NN VBN
   1 have yet to	_	VBP RB TO
   1 head over heel	_	NN IN NNS
   2 health care proxy	_	NNP NNP NNP
   1 health inspector	_	NN NN
   1 healthy dose	_	JJ NN
   1 heart pound	~	NN VBD
   1 heaven on earthhhhhhh	~	NN IN NNP
   1 heebee gee bee	_	NN NN NNS
   1 hellada gallery	_	NNP NNP
   3 help out	_	VB RP
   1 help through	_	VBN IN
   1 help with	~	VB IN
   1 here 's the scoop	_	RB VBZ DT NN
   2 hickory furniture mart	_	NNP NNP NNP
   3 hidden gem	~	JJ NN
   1 high - end	_	JJ HYPH NN
   1 high - rise	_	JJ HYPH NN
   1 high class	_	JJ NN
   1 high class	~	JJ NN
   1 high dollar	_	JJ NN
   3 high end	_	JJ NN
   1 high hope	_	JJ NNS
   1 high quality	~	JJ NN
   3 high school	_	JJ NN
   1 high tech	_	JJ NN
   1 highly recomended	~	RB VBN
  14 highly recommend	~	RB VB
   2 highly recommend	~	RB VBD
  10 highly recommend	~	RB VBN
  18 highly recommend	~	RB VBP
   1 highly recommend to	~	RB VBP IN
   2 highly recommended	~	RB JJ
   1 hit and miss	_	NN CC NN
   1 hit or miss	_	NN CC NN
   1 hit the ground	_	VBD DT NN
   1 hit the nail on the head	_	VBD DT NN IN DT NN
   1 hit up	_	VBG RP
   1 hoa salon	_	NNP NNP
   1 hobby lobby	_	NNP NNP
   1 hold up	_	VB RP
   1 holderness road	_	NNP NNP
   1 hole in the wall	_	NN IN DT NN
   1 holiday dinner	_	NN NN
   1 holy cow	_	JJ NN
   1 hom - excel	_	NNP HYPH NNP
   1 home - cook	_	NN HYPH VBN
   1 home - excel	_	NNP HYPH NNP
   3 home delivery service	_	NNP NNP NNP
   2 home inspector	_	NN NN
   2 home make	_	NN VBN
   1 home renovation	~	NN NN
   2 home team	_	NN NN
   1 honest wrok	_	JJ NN
   1 honka log homes	_	NNP NNP NNPS
   1 hop city	_	NNP NNP
   1 hop hing	_	NNP NNP
   1 hormel 's chili	_	NNP POS NN
   1 horror story	~	NN NNS
   1 hostess stand	_	NN NN
   1 hot iron	_	NNP NNP
   1 hot topic	_	NNP NNP
   1 hot towel	~	JJ NN
   1 house of joy	_	NN IN NNP
   1 house of joy chinese restaurant	_	NN IN NNP NNP NNP
   1 household appliance	~	NN NNS
   1 how to	_	WRB TO
   1 hr office	_	NNP NNP
   1 hurry up	_	VB RP
   1 husband and wife	~	NN CC NN
   1 hustle and bustle	_	NN CC NN
   1 i - 24	_	NNP HYPH NNP
   1 i be raise on this	~	PRP VBD VBN IN DT
   1 i ca nt speak for	_	PRP MD RB VB IN
   1 i figure	_	PRP VBP
   1 i hate to say	_	PRP VBP TO VB
   1 i might add	_	PRP MD VB
   1 i might add	~	PRP MD VB
   1 i move ca - los angeles movers	_	PRP VBP NNP HYPH NNP NNP NNPS
   1 ice cold	~	JJ JJ
   1 ice cream	_	NN NN
   1 ice machine	_	NN NN
   1 identity theft	_	NN NN
   1 if ever	_	IN RB
   1 if that	~	IN DT
   1 in & out	~	RB CC RB
   1 in a matter of	_	IN DT NN IN
   1 in addition	_	IN NN
   1 in addition to	_	IN NN IN
   1 in and around	~	IN CC RB
   1 in and out	_	NNP CC NNP
   2 in between	_	IN IN
   3 in business	_	IN NN
   2 in case	~	IN NNS
   1 in deed	_	GW RB
   1 in detail	_	IN NN
   1 in essence	_	IN NN
   1 in every way	_	IN DT NN
   1 in experience	_	IN NN
   8 in fact	_	IN NN
   4 in front of	_	IN NN IN
   2 in general	_	IN JJ
   1 in hope to	_	IN NNS TO
   1 in hurry	_	IN NN
   1 in itself	_	IN PRP
   1 in large part	_	IN JJ NN
   1 in large part to	~	IN JJ NN IN
   1 in life	~	IN NN
   1 in limbo	_	IN NN
   1 in line	_	IN NN
   1 in love	_	IN NN
   1 in love with	~	IN NN IN
   1 in my opinion	_	IN PRP$ NN
   1 in my opinon	_	IN PRP$ NN
   1 in need	_	IN NN
   1 in need of	_	IN NN IN
   1 in no time	_	IN DT NN
   1 in no time	~	IN DT NN
   2 in opinion	_	IN NN
   1 in other words	_	IN JJ NNS
   1 in pain	_	IN NN
   1 in particlular	_	IN JJ
   2 in person	_	IN NN
   1 in search of	_	IN NN IN
   1 in spite of	_	IN NN IN
   4 in stock	_	IN NN
   1 in terms of	_	IN NNS IN
   1 in that	_	IN DT
   1 in the best interest	_	IN DT JJS NNS
   1 in the end	_	IN DT NN
   1 in the light	_	IN DT NN
   1 in the mean time	_	IN DT GW NN
   1 in the middle of	_	IN DT NN IN
   1 in the midst of	_	IN DT NN IN
   1 in the process of	~	IN DT NN IN
   1 in the words of	~	IN DT NNS IN
   1 in the world	_	IN DT NN
   2 in the world	~	IN DT NN
   1 in this day	_	IN DT NN
   1 in this day and age	_	IN DT NN CC NN
   1 in time	_	IN NN
   2 in time of need	_	IN NN IN NN
   1 in today 's world	~	IN NN POS NN
   1 in touch	_	IN NN
   8 in town	_	IN NN
   1 in traffic	_	IN NN
   1 increase in	~	NN IN
   1 india heritage tours	_	NNP NN NNS
   1 inford media	_	NNP NNP
   1 infra structure	_	AFX NN
   2 ingrown toenail	_	JJ NN
   1 inspection sticker	~	NN NN
   5 instead of	_	RB IN
   4 interested in	_	JJ IN
   1 interested in	~	JJ IN
   1 interior mall	_	NNP NNP
   1 interview for	~	NNS IN
   1 introduce to	~	VB IN
   1 introduce to	~	VBN IN
   1 invest vanguard	_	VBD NNP
   1 involve in	_	VBN IN
   1 jack -s	_	NNP POS
   1 jamaica way	_	NNP NNP
   1 james bateman	_	NNP NNP
   1 james bond	_	NNP NNP
   2 jana kueck	_	NNP NNP
   1 japaneiro 's	_	NNP POS
   1 jaw drop	_	NN VBD
   1 jazz club	_	NN NN
   1 jazz club	_	NNP NNP
   1 jiffy lube	_	NNP NNP
   1 jim smith	_	NNP NNP
   1 jimmy rig	_	NN VBD
   2 jiu - jitsu	_	NN HYPH NN
   1 job do	_	NN VBN
   2 job do	~	NN VBD
   1 job well do	~	NN RB VBN
   1 judge by	~	VBG IN
   1 judge of	~	NN IN
   1 jump - start	_	NN HYPH VB
   1 juno and open	_	NNP CC NNP
   1 just about	_	RB IN
   2 just about	_	RB RB
   3 just autos	_	NNP NNPS
   1 just for fun fabrics	_	RB IN NNP NNPS
   1 just like	~	RB IN
   1 just like family	_	NNP NNP NNP
   1 just miss	~	RB VBD
   1 kal tire	_	NNP NNP
   1 kansas city	_	NNP NNP
   1 karla ferguson - granger	_	NNP NNP HYPH NNP
   1 karol bagh	_	NNP NNP
   1 kc chiefs	_	NNP NNPS
   1 keep come	_	VB VBG
   1 keep from	_	VB IN
   1 keep in mind	_	VB IN NN
   1 keep it up	_	VB PRP RP
   1 keep maintain	_	VB VBN
   1 keep run	_	VBD VBG
   1 keep safe	_	VBG JJ
   1 keep sake	_	NN NN
   1 keep say	~	VBD VBG
   1 keep your eyes open	_	VB PRP$ NNS JJ
   1 kelvin trimmers	_	NNP NNPS
   1 key performance indicator	_	JJ NN NNS
   1 kick back	_	VB RB
   1 kid meal	_	NN NN
   1 kid s meal	_	NN POS NNS
   1 kids first west chester	_	NNPS RB NNP NNP
   1 kind of	_	RB RB
   1 kingston upon hull	_	NNP IN NNP
   1 kiss *ss	~	VB NN
   2 kitchen aid	_	NNP NNP
   1 knights inn	_	NNPS NNP
   1 know better	_	VB RBR
   1 know for	_	VBN IN
   1 know job	_	VBP NN
   2 know stuff	_	VBP NN
   1 know stuff	_	VBZ NN
   1 know what 're get into	~	VB WP VBP VBG IN
   1 know what do	_	VBP WP VBG
   1 know what they 're do	_	VB WP PRP VBP VBG
   1 kobey s	_	NNP POS
   1 kumon parents	_	NNP NNPS
   1 kung pao chicken	_	NN NN NN
   1 kusal goonewardena	_	NNP NNP
   1 kwik kar	_	NNP NNP
   1 la crosse	_	NNP NNP
   1 la hacienda	_	NNP NNP
   2 la jolla	_	NNP NNP
   1 lab coat	_	JJ NNS
   2 lace up	_	VB RP
   1 lack - luster	_	JJ HYPH JJ
   1 lack of	~	NN IN
   1 lady room	_	NNS NN
   1 laid - back	_	JJ HYPH JJ
   3 lake forest tots	_	NNP NNP NNPS
   1 lake st. louis	_	NNP NNP NNP
   1 landscape by hiro	_	NNP IN NNP
   5 last minute	_	JJ NN
   1 last name	_	JJ NN
   1 law offices of armando villega	_	NNP NNPS IN NNP NNP
   1 lawrence , ks	~	NNP , NNP
   1 le petit	_	NNP NNP
   1 lead the way	_	VBD DT NN
   1 lead to believe	_	VBD TO VB
   1 learn about	~	VBG IN
   1 leave a lot to be desire	_	VBD DT NN TO VB VBN
   1 leave a lot to be desire	~	VBZ DT NN TO VB VBN
   1 leave behind	~	VBD RB
   1 leave comment	_	VBD NN
   1 leave it at that	_	VB PRP IN DT
   1 leave no stone unturned	_	VBG DT NN JJ
   1 leave number	_	VBD NN
   1 leave to be desire	_	VBZ TO VB VBN
   1 leon 's	_	NNP POS
   7 less than	_	JJR IN
   1 let alone	_	RB RB
   2 let alone	_	VB RB
   1 let down	_	VBD RP
   1 let down	_	VBZ RP
   5 let know	_	VB VB
   1 let know	_	VBG VB
   1 lewiston , ny	~	NNP , NNP
   1 liberty construction	_	NNP NNP
   1 lie right to face	~	VBD RB IN NN
   1 life coach	_	NN NN
   1 life threaten	~	NN VBG
   1 lightning fast	_	NN JJ
   1 like a human being	_	IN DT JJ NN
   1 like it	_	VBP PRP
   1 like say	_	IN VBD
   1 line dancing	_	NN NN
   2 line up	_	NN NN
   1 line up	_	VBP RP
   1 liquor license	~	NN NN
   3 listen to	~	VB IN
   3 listen to	~	VBD IN
   1 listen to	~	VBN IN
   1 little do know	_	RB VBD VB
   1 little farmer	_	NNP NNP
   1 little kid	~	JJ NNS
   1 live through	_	VB IN
   1 live up to	_	VBP RP IN
   1 live up to name	~	VBP RP IN NN
   1 living room	_	NN NN
   1 lo and behold	_	UH CC UH
   1 lo mein	_	NN NN
   1 local authorities	~	JJ NNS
   1 local business	_	JJ NN
   1 locally own	_	RB VBN
   1 locker room	_	NN NN
   1 locker rooms	_	NN NNS
   1 locust street	_	NNP NNP
   1 lodge complaint	_	VB NN
   1 logan circle	_	NNP NNP
   1 london aquarium	_	NNP NNP
   1 long beach	_	NNP NNP
   1 long day	~	JJ NN
   1 long gone	_	RB JJ
   1 long time	~	JJ NN
   1 look at	~	VB IN
   1 look at	~	VBD IN
   1 look at	~	VBG IN
   1 look at	~	VBP IN
   1 look for	_	VBG IN
   1 look for	~	VB IN
  12 look for	~	VBG IN
   1 look forward to	_	VB RB IN
   1 look forward to	_	VBP RB IN
   1 look forward to	_	VBZ RB IN
   1 look know further	_	VB RB RBR
   1 look like	_	VBZ IN
   1 look to	_	VBG TO
   2 look to	~	VBG TO
   1 look up	_	VBG RP
   1 lots more	~	NNS JJR
   1 love stout	_	NNP NNP
   1 love to death	~	VBP IN NN
   2 lovely nails	_	NNP NNP
   1 ltake for	_	VB IN
   1 lucky panda	_	NNP NNP
   1 luv always	_	NN RB
   1 luv show	_	NN VBD
   1 mac and cheese	_	NN CC NN
   1 mackinaw tourist	_	NNP NNP
   1 magic act	_	NN NN
   1 main feature	_	JJ NN
   2 main room	_	JJ NN
   1 make a buck	_	VBG DT NN
   1 make a mistake	_	VBN DT NN
   1 make a point	_	VBD DT NN
   1 make a point of	~	VBD DT NN IN
   1 make appointment	_	VB NN
   1 make appointment	~	VBD NN
   1 make cash	_	VB NN
   1 make complaint	_	VB NN
   1 make decision	_	VBD NN
   1 make due	_	VB VB
   1 make feel	_	VB VBP
   1 make for	_	VBD IN
   1 make friend	_	VBD NNS
   1 make good	_	VBN JJ
   2 make it	_	VB PRP
   1 make it back	~	VB PRP RB
   2 make mistake	_	VBD NN
   1 make money	_	VBP NN
   1 make order	_	VB NN
   1 make order	_	VBD NN
   1 make recommendation for	_	VBD NN IN
   1 make repair	_	VB NN
   1 make sale	_	VB NN
   7 make sure	_	VB JJ
   1 make sure	_	VBZ JJ
   1 make the	_	VB DT
   1 make the drive	_	VB DT NN
   1 make time	_	VBD NN
   1 make trip	_	VBP NN
   1 make up	_	VB RP
   2 make up	_	VBP RP
   2 make up for	_	VB RP IN
   1 malcolm smith motorsports	_	NNP NNP NNPS
   1 male pattern baldness	_	JJ NN NN
   2 mama mia 's	_	NNP NNP POS
   1 man of word	_	NN IN NN
   1 mani pedi	_	NN NN
   1 many thanks	_	JJ NNS
   2 many thanks	~	JJ NNS
   1 marek dzida	_	NNP NNP
   1 mark up	_	NN NN
   1 mark up	_	VB RP
   1 mass - market	_	JJ HYPH NN
   1 massage therapist	_	NN NN
   1 massage therapist	~	NN NN
   1 master key	_	NN VBG
   2 max 's	_	NNP POS
   2 medical care	_	JJ NN
   1 medical school	_	JJ NN
   1 mediocre at best	~	JJ RB RBS
   1 medium duty	_	NN NN
   1 meet need	~	VB NNS
   1 meet with	_	VB IN
   1 member card	_	NN NN
   1 men s and boy barber	_	NNS POS CC NNS NNS
   3 mental health	_	JJ NN
   1 mess up	_	VBD RP
   1 mess up	_	VBN RP
   4 mezza luna	_	NN NN
   1 mezza luna	_	NN NNS
   1 mfj inc	_	NNP NNP
   1 mi pueblo	_	NNP NNP
   1 michael chestney	_	NNP NNP
   1 michelin star	_	NNP NN
   1 middle - eastern	_	JJ HYPH JJ
   1 middle aged	_	JJ JJ
   1 middle school	_	NN NN
   1 midtown reston	_	NNP NNP
   1 might as well	_	MD RB RB
   1 military road	_	NNP NNP
   1 mind - blowing	_	NN HYPH JJ
   2 mind blow	_	NN VBG
   1 mingle with	_	VB IN
   1 mini cooper	_	NNP NNP
   1 miss informed	_	AFX JJ
   1 mix bag	_	VBN NN
   1 mix up	_	VBN RP
   1 mixed bag	_	JJ NN
   1 mobile mechanics	_	JJ NNS
   1 mobile number	_	JJ NN
   1 modell 's	_	NNP POS
   1 mom / pop	_	NNP HYPH NNP
   1 money back	_	NN RB
   1 money hungry	_	NN JJ
   3 month old	_	NN JJ
   1 month old	_	NN NNS
   1 moo shu	_	NN NN
   3 more like	_	RBR IN
   1 more often than not	_	RBR RB IN RB
   4 more than	_	JJR IN
   1 more than could bear	~	JJR IN MD VB
   1 morelias enchilada	_	NN NNS
   1 morningside road	_	NNP NNP
   1 morse red line	~	NNP NNP NNP
   1 most of all	_	RBS IN DT
   1 mother plucker	_	NNP NNP
   1 mouth water	_	NN VBG
   1 move in	_	VBD RB
   1 move in	~	VBD RB
   1 move out	_	VBD RP
   1 move out	_	VBG RB
   1 mr. guerra	_	NNP NNP
   1 mr. pozza	_	NNP NNP
   1 mr. squeege	_	NNP NNP
   1 mr. villega	_	NNP NNP
   1 mrs closs	_	NNP NNP
   1 mrs. lynda mcmanus	_	NNP NNP NNP
   1 mrs. tolchin	_	NNP NNP
   1 ms. sue	_	NNP NNP
   1 must be do something right	~	MD VB VBG NN RB
   1 must read	~	MD VB
   1 my self	_	GW PRP
   1 n't budge	_	RB VB
   1 nail drill	_	NN NN
   1 nail it	_	VBD PRP
