ewtb.r.038358.3,1433709651,1433709680,@nschneid,,"{""initval"": ""I would have had_to because with_ the economy _the_way_it_is i ai nt haves much monies fo repairs round the House ...."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1424625457]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-training"",   ""sgroups"": [[3,4],[6,9,10,11,12]],   ""wgroups"": [],   ""chklbls"": {""2"":""have|`a"",""3"":""had|stative"",""6"":""with|Circumstance"",""8"":""economy|COGNITION"",""14"":""ai|`a"",""16"":""haves|possession"",""18"":""monies|POSSESSION"",""20"":""repairs|ACT"",""21"":""round|2DArea"",""23"":""House|LOCATION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=69&initialStage=1&reconcile%5B0%5D=%5ECMU-&new=%5Epsst&v=+nschneid"",   ""session"": "",  ""authuser"": ""nschneid""}",I would have had_to because with_ the economy _the_way_it_is i ai nt haves much monies fo repairs round the House ....,,,I would have had to because with the economy the way it is i ai nt haves much monies fo repairs round the House ....
ewtb.r.039856.2,1435784608,1435784615,@mgreen+nschneid,,"{""initval"": ""Absolute horrible service from the parts department ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen"",""nschneid""], ""times"": [1427823808,1433709710]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-training"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""2"":""service|ACT"",""3"":""from|Source"",""5"":""parts|ARTIFACT"",""6"":""department|GROUP""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=mgreen%2Bnschneid&psst=&from=70&initialStage=1&reconcile%5B0%5D=mgreen&reconcile%5B1%5D=nschneid&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Absolute horrible service from the parts department .,,,Absolute horrible service from the parts department .
ewtb.r.059655.1,1433718038,1433718042,@nschneid,,"{""initval"": ""the team at barton_car_wash was very friendly ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1398720561]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-training"",   ""sgroups"": [[3,4,5]],   ""wgroups"": [],   ""chklbls"": {""1"":""team|GROUP"",""2"":""at|ProfessionalAspect"",""3"":""barton|GROUP"",""6"":""was|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=104&initialStage=1&reconcile%5B0%5D=%5ECMU-&new=%5Epsst&v=+nschneid"",   ""session"": "",  ""authuser"": ""nschneid""}",the team at barton_car_wash was very friendly .,,,the team at barton car wash was very friendly .
ewtb.r.059655.2,1430343190,1430343351,@mgreen,,"{""initval"": ""and did~ great ~job ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mhutto"",""twater""], ""times"": [1429814130,1430077836]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task06"",   ""sgroups"": [],   ""wgroups"": [[1,3]],   ""chklbls"": {""1"":""did|stative"",""3"":""job|ACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task06&inst=1b&u=mgreen&psst=&from=1&initialStage=1&reconcile%5B0%5D=mhutto&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",and did~ great ~job .,,,and did great job .
ewtb.r.059655.3,1430343355,1430343401,@mgreen,,"{""initval"": ""i was very pleased_with the service ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mhutto"",""twater""], ""times"": [1429814141,1430077838]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task06"",   ""sgroups"": [[3,4]],   ""wgroups"": [],   ""chklbls"": {""1"":""was|stative"",""6"":""service|ACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task06&inst=1b&u=mgreen&psst=&from=2&initialStage=1&reconcile%5B0%5D=mhutto&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",i was very pleased_with the service .,,,i was very pleased with the service .
ewtb.r.063754.1,1440892523,1440892529,@nschneid,,"{""initval"": ""Chuck and Gretchen were very positive , and when Alan_\'s refused to work~on my bike , Chuck came right out and saw the problem and did what Alan_\'s mechanic would n\'t do ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1437258873]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""onTheme"",   ""sgroups"": [[9,10],[29,30]],   ""wgroups"": [[13,14]],   ""chklbls"": {""0"":""Chuck|PERSON"",""2"":""Gretchen|PERSON"",""3"":""were|stative"",""9"":""Alan|GROUP"",""11"":""refused|communication"",""12"":""to|`i"",""13"":""work|social"",""14"":""on|Patient"",""16"":""bike|ARTIFACT"",""18"":""Chuck|PERSON"",""19"":""came|motion"",""21"":""out|Direction"",""23"":""saw|perception"",""25"":""problem|COGNITION"",""27"":""did|stative"",""29"":""Alan|GROUP"",""31"":""mechanic|PERSON"",""34"":""do|stative""},   ""url"": ""demo.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=onTheme&inst=1b&u=nschneid&psst=&from=7&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","Chuck and Gretchen were very positive , and when Alan_'s refused to work~on my bike , Chuck came right out and saw the problem and did what Alan_'s mechanic would n't do .",,,"Chuck and Gretchen were very positive , and when Alan 's refused to work on my bike , Chuck came right out and saw the problem and did what Alan 's mechanic would n't do ."
ewtb.r.063754.2,1435332515,1435332520,@mgreen,,"{""initval"": ""He worked_on it right on the back of my car ."",  ""beforeVExpand"": "",  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task00-07-superset_or_species_or_whole"",   ""sgroups"": [[1,2]],   ""wgroups"": [],   ""chklbls"": {""1"":""worked|social"",""5"":""on|Location"",""7"":""back|LOCATION"",""8"":""of|Whole"",""10"":""car|ARTIFACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00-07-superset_or_species_or_whole&inst=1b&u=mgreen&psst=&from=32&initialStage=1&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",He worked_on it right on the back of my car .,,,He worked on it right on the back of my car .
ewtb.r.063754.3,1430346130,1430346135,@mgreen,,"{""initval"": ""I am extremely pleased"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mhutto"",""twater""], ""times"": [1429815259,1430079041]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task06"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""am|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task06&inst=1b&u=mgreen&psst=&from=40&initialStage=1&reconcile%5B0%5D=mhutto&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",I am extremely pleased,,,I am extremely pleased
ewtb.r.071650.1,1430350127,1430350333,@mgreen,,"{""initval"": ""I would NEVER recommend this gym to anyone and unfortunately this is based_ solely _on the owner \'s own unprofessionalism ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mhutto"",""twater""], ""times"": [1429816364,1430079687]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task06"",   ""sgroups"": [[12,14]],   ""wgroups"": [],   ""chklbls"": {""3"":""recommend|communication"",""5"":""gym|GROUP"",""6"":""to|Recipient"",""7"":""anyone|`"",""11"":""is|`a"",""12"":""based|stative"",""16"":""owner|PERSON"",""19"":""unprofessionalism|ATTRIBUTE""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task06&inst=1b&u=mgreen&psst=&from=91&initialStage=1&reconcile%5B0%5D=mhutto&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",I would NEVER recommend this gym to anyone and unfortunately this is based_ solely _on the owner 's own unprofessionalism .,,,I would NEVER recommend this gym to anyone and unfortunately this is based solely on the owner 's own unprofessionalism .
ewtb.r.071650.2,1430350333,1430350371,@mgreen,,"{""initval"": ""When I originally joined in January I only did_so because I was told I would be able to cancel the 12 month membership if I was to move away ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mhutto"",""twater""], ""times"": [1429816415,1430079732]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task06"",   ""sgroups"": [[8,9]],   ""wgroups"": [],   ""chklbls"": {""3"":""joined|social"",""4"":""in|Time"",""5"":""January|TIME"",""8"":""did|stative"",""12"":""was|`a"",""13"":""told|communication"",""16"":""be|stative"",""18"":""to|`i"",""19"":""cancel|change"",""22"":""month|TIME"",""23"":""membership|POSSESSION"",""26"":""was|`a"",""27"":""to|`i"",""28"":""move|motion"",""29"":""away|Direction""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task06&inst=1b&u=mgreen&psst=&from=92&initialStage=1&reconcile%5B0%5D=mhutto&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",When I originally joined in January I only did_so because I was told I would be able to cancel the 12 month membership if I was to move away .,,,When I originally joined in January I only did so because I was told I would be able to cancel the 12 month membership if I was to move away .
ewtb.r.071650.3,1436215302,1436215321,@nschneid,,"{""initval"": ""I signed_up with one of the staff who was very pleasant and professional ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen""], ""times"": [1430350426]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""latestPartitive"",   ""sgroups"": [[1,2]],   ""wgroups"": [],   ""chklbls"": {""1"":""signed|communication"",""3"":""with|Co-Agent"",""5"":""of|Superset"",""7"":""staff|PERSON"",""9"":""was|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=latestPartitive&inst=1b&u=nschneid&psst=&from=28&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",I signed_up with one of the staff who was very pleasant and professional .,,,I signed up with one of the staff who was very pleasant and professional .
ewtb.r.071650.4,1430350427,1430350430,@mgreen,,"{""initval"": ""Actually working_out there was good - the machines are nice and the classes are fun ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mhutto"",""twater""], ""times"": [1429816438,1430079829]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task06"",   ""sgroups"": [[1,2]],   ""wgroups"": [],   ""chklbls"": {""1"":""working|body"",""4"":""was|stative"",""8"":""machines|ARTIFACT"",""9"":""are|stative"",""13"":""classes|EVENT"",""14"":""are|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task06&inst=1b&u=mgreen&psst=&from=94&initialStage=1&reconcile%5B0%5D=mhutto&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",Actually working_out there was good - the machines are nice and the classes are fun .,,,Actually working out there was good - the machines are nice and the classes are fun .
ewtb.r.071650.5,1440327457,1440327610,@nschneid,,"{""initval"": ""The locker_room is certainly lacking - I would never shower or change there ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen""], ""times"": [1430350433]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""missingAux"",   ""sgroups"": [[1,2]],   ""wgroups"": [],   ""chklbls"": {""1"":""locker|LOCATION"",""3"":""is|stative"",""5"":""lacking|`j"",""10"":""shower|body"",""12"":""change|body""},   ""url"": ""demo.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=missingAux&inst=1b&u=nschneid&vsst=&from=29&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",The locker_room is certainly lacking - I would never shower or change there .,,,The locker room is certainly lacking - I would never shower or change there .
ewtb.r.071650.6,1430350433,1430350503,@mgreen,,"{""initval"": ""They need to update the locker_rooms ASAP ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mhutto"",""twater""], ""times"": [1429816445,1430079836]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task06"",   ""sgroups"": [[5,6]],   ""wgroups"": [],   ""chklbls"": {""1"":""need|cognition"",""2"":""to|`i"",""3"":""update|change"",""5"":""locker|LOCATION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task06&inst=1b&u=mgreen&psst=&from=96&initialStage=1&reconcile%5B0%5D=mhutto&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",They need to update the locker_rooms ASAP .,,,They need to update the locker rooms ASAP .
ewtb.r.071650.8,1435332621,1435332650,@mgreen,,"{""initval"": ""The owner was VERY rude , accused me of not reading my contract , and basically told me to shut_up when I was trying to ask questions to further understand the process of canceling my membership ."",  ""beforeVExpand"": "",  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task00-07-superset_or_species_or_whole"",   ""sgroups"": [[19,20]],   ""wgroups"": [],   ""chklbls"": {""1"":""owner|PERSON"",""2"":""was|stative"",""6"":""accused|communication"",""8"":""of|Topic"",""10"":""reading|communication"",""12"":""contract|POSSESSION"",""16"":""told|communication"",""18"":""to|`i"",""19"":""shut|communication"",""23"":""was|`a"",""24"":""trying|cognition"",""25"":""to|`i"",""26"":""ask|communication"",""27"":""questions|COMMUNICATION"",""28"":""to|Purpose"",""30"":""understand|cognition"",""32"":""process|PROCESS"",""33"":""of|Instance"",""34"":""canceling|change"",""36"":""membership|POSSESSION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00-07-superset_or_species_or_whole&inst=1b&u=mgreen&psst=&from=36&initialStage=1&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}","The owner was VERY rude , accused me of not reading my contract , and basically told me to shut_up when I was trying to ask questions to further understand the process of canceling my membership .",,,"The owner was VERY rude , accused me of not reading my contract , and basically told me to shut up when I was trying to ask questions to further understand the process of canceling my membership ."
ewtb.r.071650.9,1437258903,1437258918,@nschneid,,"{""initval"": ""I was able to cancel it but only after paying a $ 50 fee ( which the staff person who signed_ me _up stated I would not have_to pay if I had proof of moving ) and being spoken_to in a very belittling manner ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1436182582]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""nonintegralPrep"",   ""sgroups"": [[20,22],[27,28]],   ""wgroups"": [[39,40]],   ""chklbls"": {""1"":""was|stative"",""3"":""to|`i"",""4"":""cancel|change"",""8"":""after|RelativeTime"",""9"":""paying|possession"",""13"":""fee|POSSESSION"",""17"":""staff|GROUP"",""18"":""person|PERSON"",""20"":""signed|communication"",""23"":""stated|communication"",""27"":""have|cognition"",""29"":""pay|possession"",""32"":""had|stative"",""33"":""proof|COGNITION"",""34"":""of|Topic"",""35"":""moving|ACT"",""38"":""being|`a"",""39"":""spoken|communication"",""40"":""to|Recipient"",""41"":""in|Manner"",""45"":""manner|COGNITION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=nonintegralPrep&inst=1b&u=nschneid&psst=&from=32&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",I was able to cancel it but only after paying a $ 50 fee ( which the staff person who signed_ me _up stated I would not have_to pay if I had proof of moving ) and being spoken~to in a very belittling manner .,,,I was able to cancel it but only after paying a $ 50 fee ( which the staff person who signed me up stated I would not have to pay if I had proof of moving ) and being spoken to in a very belittling manner .
ewtb.r.071650.11,1431710582,1431710621,@mgreen,,"{""initval"": ""Bad~for~business ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""twater""], ""times"": [1431460906,1430498916]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task07"",   ""sgroups"": [],   ""wgroups"": [[0,1,2]],   ""chklbls"": {""1"":""for|Theme"",""2"":""business|GROUP""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task07&inst=1b&u=mgreen&psst=&from=0&initialStage=1&reconcile[0]=csmitz&reconcile[1]=twater&new=^&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",Bad~for~business .,,,Bad for business .
ewtb.r.071650.12,1431710621,1431710623,@mgreen,,"{""initval"": ""I was appalled ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""twater""], ""times"": [1431460912,1430498917]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task07"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""was|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task07&inst=1b&u=mgreen&psst=&from=1&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",I was appalled .,,,I was appalled .
ewtb.r.071650.13,1431710624,1431710649,@mgreen,,"{""initval"": ""I will never recommend this gym to any woman ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""twater""], ""times"": [1431460945,1430499002]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task07"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""3"":""recommend|communication"",""5"":""gym|GROUP"",""6"":""to|Recipient"",""8"":""woman|PERSON""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task07&inst=1b&u=mgreen&psst=&from=2&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",I will never recommend this gym to any woman .,,,I will never recommend this gym to any woman .
ewtb.r.001325.4,1433702108,1433702112,@nschneid,,"{""initval"": ""Hooray for Craggy ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nkazour+sonuffer""], ""times"": [1395344907]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-training"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""for|Reciprocation"",""2"":""Craggy|PERSON""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=0&initialStage=1&reconcile[0]=nkazour%2Bsonuffer"",   ""session"": "",  ""authuser"": ""nschneid""}",Hooray for Craggy .,,,Hooray for Craggy .
ewtb.r.023620.3,1433703748,1433703783,@nschneid,,"{""initval"": ""The whole experience shows a hotel managed by what must be a 2_star hotel manager ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""sonuffer""], ""times"": [1400622811]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-training"",   ""sgroups"": [[12,13]],   ""wgroups"": [],   ""chklbls"": {""2"":""experience|COGNITION"",""3"":""shows|stative"",""5"":""hotel|GROUP"",""6"":""managed|social"",""7"":""by|Agent"",""10"":""be|stative"",""12"":""2|ATTRIBUTE"",""14"":""hotel|GROUP"",""15"":""manager|PERSON""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=50&initialStage=1&reconcile[0]=^CMU-&new=^psst&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",The whole experience shows a hotel managed by what must be a 2_star hotel manager .,,,The whole experience shows a hotel managed by what must be a 2 star hotel manager .
ewtb.r.023620.6,1433703830,1433703844,@nschneid,,"{""initval"": ""Short_of_that , avoid this place , as a silver_ Marriott _member , this is a disgrace ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1424503637]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-training"",   ""sgroups"": [[0,1,2],[10,12]],   ""wgroups"": [],   ""chklbls"": {""0"":""Short|`d"",""4"":""avoid|cognition"",""6"":""place|LOCATION"",""8"":""as|Attribute"",""10"":""silver|`"",""11"":""Marriott|GROUP"",""15"":""is|stative"",""17"":""disgrace|ATTRIBUTE""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=51&initialStage=1&reconcile[0]=^CMU-&new=^psst&v=+nschneid"",   ""session"": "",  ""authuser"": ""nschneid""}","Short_of_that , avoid this place , as a silver_ Marriott _member , this is a disgrace .",,,"Short of that , avoid this place , as a silver Marriott member , this is a disgrace ."
ewtb.r.030126.3,1433709522,1433709525,@nschneid,,"{""initval"": ""I attended it for 2 years , and that was enough ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1406307473]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-training"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""attended|motion"",""3"":""for|Duration"",""5"":""years|TIME"",""9"":""was|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=57&initialStage=1&reconcile%5B0%5D=%5ECMU-&new=%5Epsst&v=+nschneid"",   ""session"": "",  ""authuser"": ""nschneid""}","I attended it for 2 years , and that was enough .",,,"I attended it for 2 years , and that was enough ."
ewtb.r.035726.5,1433709630,1433709639,@nschneid,,"{""initval"": ""Even though I live pretty far from her office I still make_ the _trip so my daughters will have the BEST !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""sonuffer""], ""times"": [1406846861]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-training"",   ""sgroups"": [[11,13]],   ""wgroups"": [],   ""chklbls"": {""3"":""live|social"",""6"":""from|Location"",""8"":""office|LOCATION"",""11"":""make|motion"",""16"":""daughters|PERSON"",""18"":""have|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=66&initialStage=1&reconcile%5B0%5D=%5ECMU-&new=%5Epsst&v=+nschneid"",   ""session"": "",  ""authuser"": ""nschneid""}",Even though I live pretty far from her office I still make_ the _trip so my daughters will have the BEST !,,,Even though I live pretty far from her office I still make the trip so my daughters will have the BEST !
ewtb.r.041925.2,1433709710,1433709713,@nschneid,,"{""initval"": ""I will be calling tropics for my companie s next event !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1424374185]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-training"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""2"":""be|`a"",""3"":""calling|communication"",""4"":""tropics|GROUP"",""5"":""for|Purpose"",""7"":""companie|GROUP"",""10"":""event|EVENT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=71&initialStage=1&reconcile%5B0%5D=%5ECMU-&new=%5Epsst&v=+nschneid"",   ""session"": "",  ""authuser"": ""nschneid""}",I will be calling tropics for my companie s next event !,,,I will be calling tropics for my companie s next event !
ewtb.r.043020.10,1433709859,1433709873,@nschneid,,"{""initval"": ""She even went_so_far_as_to_say \"" You r calling about one board ? \"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nkazour""], ""times"": [1400019261]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-training"",   ""sgroups"": [[2,3,4,5,6,7]],   ""wgroups"": [],   ""chklbls"": {""2"":""went|`"",""10"":""r|`a"",""11"":""calling|communication"",""12"":""about|Topic"",""14"":""board|ARTIFACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=77&initialStage=1&reconcile%5B0%5D=%5ECMU-&new=%5Epsst&v=+nschneid"",   ""session"": "",  ""authuser"": ""nschneid""}","She even went_so_far_as_to_say "" You r calling about one board ? """,,,"She even went so far as to say "" You r calling about one board ? """
ewtb.r.043020.11,1435250379,1435250395,@mgreen+nschneid,,"{""initval"": ""Well - when you pay over $ 1000 for something you want it to hold_up and look good !!!"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen"",""nschneid""], ""times"": [1429052914,1433710341]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-training"",   ""sgroups"": [[14,15]],   ""wgroups"": [],   ""chklbls"": {""4"":""pay|possession"",""5"":""over|Approximator"",""8"":""for|Theme"",""9"":""something|`"",""11"":""want|cognition"",""13"":""to|`i"",""14"":""hold|stative"",""17"":""look|perception""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=mgreen%2Bnschneid&psst=&from=78&initialStage=1&reconcile%5B0%5D=mgreen&reconcile%5B1%5D=nschneid&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Well - when you pay over $ 1000 for something you want it to hold_up and look good !!!,,,Well - when you pay over $ 1000 for something you want it to hold up and look good !!!
ewtb.r.043020.13,1433710341,1433710352,@nschneid,,"{""initval"": ""I WAS calling about one board !!"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nkazour""], ""times"": [1400019266]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-training"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""WAS|`a"",""2"":""calling|communication"",""3"":""about|Topic"",""5"":""board|ARTIFACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=79&initialStage=1&reconcile%5B0%5D=%5ECMU-&new=%5Epsst&v=+nschneid"",   ""session"": "",  ""authuser"": ""nschneid""}",I WAS calling about one board !!,,,I WAS calling about one board !!
ewtb.r.043020.18,1434726482,1434726527,@mgreen,,"{""initval"": ""They came_in_under a_lot of other quotes and now I know why !!!"",  ""beforeVExpand"": "",  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-training-mgreen-superset_or_species"",   ""sgroups"": [[1,2,3],[4,5]],   ""wgroups"": [],   ""chklbls"": {""1"":""came|social"",""4"":""a|`"",""6"":""of|Quantity"",""8"":""quotes|POSSESSION"",""12"":""know|cognition""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training-mgreen-superset_or_species&inst=1b&u=mgreen&psst=&from=6&initialStage=1&v=+mgreen"",   ""session"": "",  ""authuser"": ""mgreen""}",They came_in_under a_lot of other quotes and now I know why !!!,,,They came in under a lot of other quotes and now I know why !!!
